Species,Fos,Ter,Aqu,Arb,Leaves,Flowers,Seeds,Fruits,Arthro,Vert,Diu,Noc,Crepu,Wet_warm,Wet_cold,Dry_warm,Dry_cold,Body_mass_g,Age_at_maturity_min_y,Age_at_maturity_max_y,Body_size_mm,Size_at_maturity_min_mm,Size_at_maturity_max_mm,Longevity_max_y,Litter_size_min_n,Litter_size_max_n,Reproductive_output_y,Offspring_size_min_mm,Offspring_size_max_mm,Dir,Lar,Viv,OBS
Kaloula_kokacii,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Kaloula_picta,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,51.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Kaloula_pulchra,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,11,4126,4126,1,1.3,1.3,0,1,0,NA
Kaloula_rigida,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,43.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Uperodon_taprobanicus,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Kaloula_walteri,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,32.3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Metaphrynella_pollicaris,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Metaphrynella_sundana,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,79,79,1,NA,NA,0,1,0,NA
Microhyla_achatina,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,20,20,1,NA,NA,0,1,0,NA
Microhyla_berdmorei,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,45.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Microhyla_borneensis,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Microhyla_butleri,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,9,9,1,1,1,0,1,0,NA
Microhyla_chakrapanii,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Micryletta_erythropoda,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Microhyla_fissipes,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Microhyla_heymonsi,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,30.4,NA,NA,NA,157,350,1,0.7,1.2,0,1,0,NA
Microhyla_karunaratnei,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Microhyla_maculifera,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Microhyla_mantheyi,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Microhyla_mixtura,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,400,657,1,1,1,0,1,0,NA
Microhyla_okinavensis,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Microhyla_ornata,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1.65,3,5,32,NA,NA,5,225,225,2,0.6,1,0,1,0,NA
Microhyla_palmipes,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Nanohyla_perparva,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Nanohyla_petrigena,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Microhyla_picta,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Microhyla_pulchra,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,1256,1256,1,1.1,1.1,0,1,0,NA
Microhyla_rubra,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Microhyla_superciliaris,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Microhyla_zeylanica,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Micryletta_inornata,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Micryletta_steinegeri,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,29.1,NA,NA,4,NA,NA,1,NA,NA,0,1,0,NA
Uperodon_nagaoi,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,31.5,NA,NA,NA,16,24,1,NA,NA,0,1,0,NA
Uperodon_obscurus,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Uperodon_palmatus,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Uperodon_variegatus,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Uperodon_globulosus,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Uperodon_systoma,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynomantis_bifasciatus,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,75,NA,NA,10.3,300,1500,1,1.3,1.3,0,1,0,NA
Phrynomantis_microps,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,16.7,NA,NA,62,NA,NA,NA,30,1400,1,1.6,3,0,1,0,NA
Paradoxophyla_palmata,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,25.6,NA,NA,NA,107,408,1,1,1,0,1,0,NA
Paradoxophyla_tiarano,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Scaphiophryne_boribory,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.8,NA,NA,NA,NA,NA,1,1.7,1.7,0,1,0,NA
Scaphiophryne_brevis,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Scaphiophryne_calcarata,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,465,465,1,1,1,0,1,0,NA
Scaphiophryne_gottlebei,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,7,1,1,40,25.8,31,2,168,196,1,NA,NA,0,1,0,NA
Scaphiophryne_madagascariensis,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Scaphiophryne_marmorata,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,1,1.2,1.2,0,1,0,NA
Scaphiophryne_menabensis,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,450,670,1,NA,NA,0,1,0,NA
Scaphiophryne_spinosa,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,48.3,NA,NA,NA,NA,NA,1,1.4,1.7,0,1,0,NA
Arenophryne_rotunda,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,33,NA,NA,NA,4,11,1,5,6,1,0,0,NA
Assa_darlingtoni,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,0.39,NA,NA,30,NA,NA,NA,11,14,1,2.5,2.5,0,1,0,NA
Crinia_bilingua,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,22.5,NA,NA,NA,NA,NA,1,1.17,1.17,0,1,0,NA
Crinia_georgiana,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3.08,1,1.2,45,NA,NA,NA,50,300,1,2.24,2.24,0,1,0,NA
Crinia_glauerti,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,24,12,13,NA,70,70,1,NA,NA,0,1,0,NA
Crinia_insignifera,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,25,NA,NA,NA,70,270,1,NA,NA,0,1,0,NA
Crinia_nimbus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,10,14,1,3.5,3.5,1,0,0,NA
Crinia_parinsignifera,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,20,NA,NA,NA,NA,NA,1,1.4,1.4,0,1,0,NA
Crinia_pseudinsignifera,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,30,NA,NA,NA,77,207,1,NA,NA,0,1,0,NA
Crinia_remota,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,18,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Crinia_signifera,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1.9,1,4,32,9,20,7,100,150,1,1.5,1.62,0,1,0,NA
Crinia_tasmaniensis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,30,NA,NA,NA,NA,NA,1,1.96,1.96,0,1,0,NA
Crinia_tinnula,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,30,NA,NA,NA,30,120,1,1.3,1.3,0,1,0,NA
Geocrinia_laevis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,35,NA,NA,NA,110,110,1,3,3,0,1,0,NA
Geocrinia_leai,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,25,NA,NA,NA,74,74,1,1.8,1.8,0,1,0,NA
Mixophyes_balbus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.63,NA,NA,80,NA,NA,NA,130,1025,1,2.8,2.8,0,1,0,NA
Mixophyes_fasciolatus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,3.4,3.4,97,NA,NA,5.3,150,2005,1,1,3.3,0,1,0,NA
Mixophyes_hihihorlo,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Mixophyes_iteratus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,NA,NA,115,NA,NA,NA,1660,2200,1,1.6,1.8,0,1,0,NA
Paracrinia_haswelli,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,NA,NA,35,NA,NA,NA,1000,1000,1,2,2,0,1,0,NA
Pseudophryne_bibronii,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,1.19,NA,NA,36,NA,NA,NA,70,300,1,2.05,2.1,0,1,0,NA
Pseudophryne_coriacea,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1.13,NA,NA,35,NA,NA,NA,80,145,1,3,3,0,1,0,NA
Pseudophryne_guentheri,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,NA,NA,30,NA,NA,NA,NA,NA,1,2,2,0,1,0,NA
Pseudophryne_major,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Pseudophryne_raveni,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Pseudophryne_semimarmorata,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.58,NA,NA,30,NA,NA,NA,70,170,1,2.3,2.3,0,1,0,NA
Uperoleia_borealis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71,NA,NA,25,NA,NA,NA,NA,NA,1,1.1,1.3,0,1,0,NA
Uperoleia_fusca,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Uperoleia_inundata,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,NA,NA,28,NA,NA,NA,NA,NA,1,1.5,1.5,0,1,0,NA
Uperoleia_laevigata,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.31,NA,NA,32,NA,NA,NA,NA,NA,1,1.3,1.3,0,1,0,NA
Uperoleia_lithomoda,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,NA,NA,25,NA,NA,NA,144,144,1,1.2,1.2,0,1,0,NA
Uperoleia_rugosa,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,NA,NA,30,NA,NA,NA,225,225,1,2.51,2.51,0,1,0,NA
Lankanectes_corrugatus,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Pelobates_fuscus,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,29.4,1.5,2,80,NA,NA,11,45,3000,1,1.7,2,0,1,0,NA
Pelobates_syriacus,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,2,3,90,30,30,NA,4000,6000,1,1.4,1.7,0,1,0,NA
Conraua_crassipes,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Petropedetes_cameronensis,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Petropedetes_johnstoni,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Petropedetes_vulpiae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phrynobatrachus_acridoides,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynobatrachus_africanus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynobatrachus_alleni,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynobatrachus_annulatus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Phrynobatrachus_auritus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynobatrachus_batesii,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynobatrachus_calcaratus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.3,0.4,25,17,17,0.17,75,290,2,0.8,0.8,0,1,0,NA
Phrynobatrachus_cornutus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynobatrachus_dispar,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynobatrachus_francisci,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,1000,2500,1,2,2.4,0,1,0,NA
Phrynobatrachus_fraterculus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynobatrachus_ghanensis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynobatrachus_latifrons,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1.2,0.5,0.5,30,19,19,NA,300,1300,NA,0.9,2.2,NA,NA,NA,NA
Phrynobatrachus_leveleve,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynobatrachus_liberiensis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,35.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynobatrachus_mababiensis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,1,0.9,0.9,0,1,0,NA
Phrynobatrachus_natalensis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,150,650,1,1,2.5,0,1,0,NA
Phrynobatrachus_pakenhami,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynobatrachus_phyllophilus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,24,41,1,1.2,1.2,0,1,0,NA
Phrynobatrachus_plicatus,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.6,0.7,41.5,29,29,0.6,1900,1900,1,0.8,0.8,0,1,0,NA
Phrynobatrachus_sandersoni,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynobatrachus_scheffleri,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Phrynobatrachus_tokba,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,NA,NA,2,7,1,3.2,3.2,1,0,0,NA
Phrynobatrachus_ungujae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Hymenochirus_boettgeri,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,80,1047,1,0.9,0.9,0,1,0,NA
Hymenochirus_curtipes,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Pipa_arrabali,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,15,15,1,1,1,1,0,0,NA
Pipa_aspera,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,12,26,1,1,1,1,0,0,NA
Pipa_carvalhoi,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.7,68,NA,NA,NA,140,300,1,2.1,2.1,0,1,0,NA
Pipa_pipa,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,200,4,5,171,78,78,7.7,65,140,1,6,6,1,0,0,NA
Pipa_snethlageae,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,12,12,1,NA,NA,NA,NA,NA,NA
Pseudhymenochirus_merlini,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Xenopus_epitropicalis,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Xenopus_tropicalis,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Xenopus_muelleri,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,436,436,1,NA,NA,0,1,0,NA
Xenopus_petersii,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Hildebrandtia_ornata,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,1336,1336,1,3.3,3.3,0,1,0,NA
Ptychadena_aequiplicata,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Ptychadena_anchietae,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,5.6,NA,NA,62,NA,NA,NA,200,300,1,NA,NA,0,1,0,NA
Ptychadena_arnei,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Ptychadena_bibroni,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.75,64,43,43,1,1333,1400,1,1.3,1.3,0,1,0,NA
Ptychadena_nilotica,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Ptychadena_guibei,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
